id_cliente,idade,renda_anual,divida_atual,historico_pagamento,score_externo,inadimplente
12204,38,15000,14754,19.7,318,0
12205,27,43853,37046,26.0,568,0
12206,19,24515,17140,53.4,375,0
12207,56,72382,48845,70.5,597,0
12208,30,67651,59589,73.4,510,1
12209,31,111121,27056,67.4,697,1
12210,26,12882,53183,20.3,331,1
12211,40,20197,43372,6.2,638,0
12212,38,42397,89517,3.7,338,1
12213,27,62293,48301,32.9,505,0
12214,57,15000,47282,27.0,796,0
12215,57,17074,3418,34.7,366,0
12216,24,90386,5430,80.8,565,1
12217,38,15812,43756,28.7,685,0
12218,21,16043,4920,32.9,381,0
12219,43,18562,76295,19.0,391,1
12220,22,45453,39473,26.8,689,0
12221,27,82198,20518,51.5,651,1
12222,18,94130,7565,72.9,677,1
12223,26,60795,16074,60.2,502,0
12224,18,15000,21605,64.3,232,0
12225,21,32403,39258,30.1,688,0
12226,31,9002,44960,17.1,204,1
12227,41,75618,22330,67.4,731,1
12228,34,33360,35907,31.0,808,0
12229,41,70717,7933,72.3,643,1
12230,30,62259,41513,50.0,721,0
12231,53,22051,913,0.0,449,0
12232,34,84352,7058,49.8,652,1
12233,42,15000,22467,24.3,281,0
12234,40,122003,34369,16.4,507,1
12235,52,15000,48582,0.0,756,0
12236,39,9948,17239,0.0,200,1
12237,45,21162,9382,17.6,377,0
12238,42,73065,20148,77.4,473,1
12239,18,21154,6245,23.4,200,1
12240,32,38555,13072,39.1,449,0
12241,18,51374,16303,38.5,481,0
12242,37,81345,33916,69.1,739,0
12243,33,38114,1252,65.1,394,0
12244,37,66076,14735,17.2,569,0
12245,26,40010,10549,43.9,404,0
12246,26,34211,44338,14.3,528,0
12247,30,61228,11486,66.1,466,0
12248,34,9599,35832,0.0,306,1
12249,42,44519,37400,33.6,659,0
12250,42,48692,54188,0.0,310,1
12251,18,88862,4048,56.1,538,1
12252,32,15000,43110,30.6,740,0
12253,18,68371,14456,74.8,586,1
12254,48,31412,114797,18.8,490,1
12255,45,15000,3598,0.0,396,0
12256,34,10348,40391,2.8,254,1
12257,45,17998,45070,9.0,756,0
12258,35,42659,4091,53.6,424,0
12259,33,15000,46294,6.8,700,0
12260,18,48510,38645,71.6,555,1
12261,37,41621,87846,6.8,403,1
12262,40,18874,46093,0.0,603,0
12263,32,28617,16098,0.0,585,0
12264,27,15000,7415,30.0,355,0
12265,38,32422,42576,17.0,535,0
12266,41,23140,4865,60.4,373,0
12267,32,26123,72909,18.5,367,1
12268,23,15000,5393,0.0,419,0
12269,38,36529,24811,0.0,200,1
12270,26,15000,15573,8.3,348,0
12271,18,86503,11142,59.8,653,1
12272,29,49584,45820,38.9,614,0
12273,28,9891,40913,24.0,310,1
12274,23,23376,51445,1.8,721,0
12275,34,21080,95309,44.9,571,1
12276,33,49791,9736,53.0,455,0
12277,24,21516,10966,0.0,218,1
12278,45,27436,37443,28.7,710,0
12279,33,15000,39061,10.2,705,0
12280,41,98407,32621,43.1,558,1
12281,56,15000,49684,21.1,720,0
12282,55,15000,40697,34.3,807,0
12283,44,37565,10697,27.2,456,0
12284,27,16320,7722,38.1,358,0
12285,48,14884,51656,1.7,299,1
12286,51,78858,10553,79.2,597,1
12287,42,15000,38395,18.8,701,0
12288,26,15000,54345,0.0,511,0
12289,40,15000,49513,24.9,656,0
12290,44,21241,8129,31.9,402,0
12291,51,58449,27385,0.0,643,0
12292,18,40258,12810,38.4,200,1
12293,18,32690,7902,0.0,514,0
12294,39,76019,1036,78.4,585,1
12295,37,15000,31151,52.3,243,0
12296,18,17082,10647,0.0,471,0
12297,28,28334,7841,0.0,468,0
12298,44,31079,15628,47.5,374,0
12299,34,10474,31811,0.0,244,1
12300,19,79774,37090,58.0,581,0
12301,44,18837,18393,7.3,267,0
12302,18,33072,2787,58.9,388,0
12303,32,33740,41952,4.8,434,1
12304,18,93199,12445,85.8,704,1
12305,34,25813,69800,10.1,304,1
12306,31,20951,46355,18.3,715,0
12307,18,30395,8175,21.3,437,0
12308,22,31812,1853,16.9,431,0
12309,35,77629,20810,86.3,507,1
12310,34,15596,15069,75.5,278,0
12311,29,21539,12281,16.9,409,0
12312,53,52658,12022,25.8,497,0
12313,52,15000,47882,20.4,752,0
12314,47,18358,3328,13.8,379,0
12315,21,18974,2820,19.0,435,0
12316,34,33207,16648,0.0,576,0
12317,23,16048,25743,13.2,822,0
12318,21,82094,39232,59.2,574,0
12319,48,34650,48370,56.2,728,0
12320,25,30464,10221,7.4,443,0
12321,62,20082,11539,10.7,448,0
12322,48,40086,5471,61.0,401,0
12323,41,58986,6788,67.9,466,0
12324,19,48103,44923,66.8,823,0
12325,36,50459,58838,0.0,276,1
12326,27,38777,34264,33.5,755,0
12327,18,51013,51423,27.5,502,0
12328,39,82994,21978,72.0,654,1
12329,51,15000,42547,26.0,785,0
12330,40,50842,11233,1.6,531,0
12331,18,110688,63571,11.2,713,1
12332,42,78660,8610,51.2,652,1
12333,25,23473,8111,52.9,355,0
12334,33,95948,2795,68.7,592,1
12335,57,15000,39959,14.0,725,0
12336,26,41418,2070,29.6,427,0
12337,27,32197,39346,0.0,851,0
12338,58,15000,44630,3.0,708,0
12339,35,15000,38891,15.4,607,0
12340,18,19413,32790,11.8,715,0
12341,44,56421,43304,40.0,669,0
12342,47,15000,40342,8.5,671,0
12343,29,28694,133977,13.0,590,1
12344,18,21416,61732,7.8,300,1
12345,42,21775,44244,0.0,702,0
12346,43,47667,46916,50.4,696,0
12347,44,15000,8100,7.1,379,0
12348,51,71972,3157,75.4,565,1
12349,23,15000,44448,0.0,643,0
12350,18,38397,8676,58.0,414,0
12351,29,21900,27330,0.0,273,1
12352,26,29534,46988,44.2,716,0
12353,18,27024,41786,0.0,299,1
12354,56,27088,70111,11.3,246,1
12355,18,56541,130627,27.9,559,1
12356,23,15000,6424,0.0,413,0
12357,18,31573,27105,23.7,680,0
12358,38,15000,1429,38.0,356,0
12359,51,70468,27362,9.9,592,0
12360,18,17606,9952,0.0,489,0
12361,29,23128,18046,50.3,362,0
12362,25,15000,20262,63.9,280,0
12363,46,17026,68927,14.1,285,1
12364,25,32154,35698,19.0,650,0
12365,55,32248,8724,0.0,531,0
12366,42,15000,41281,4.3,713,0
12367,30,15000,9489,20.9,339,0
12368,26,70897,2955,25.3,373,1
12369,18,54566,14685,0.0,547,0
12370,29,15000,37861,0.0,630,0
12371,35,15000,38031,4.7,638,0
12372,40,45950,10842,22.4,495,0
12373,40,36183,51972,50.3,706,0
12374,36,64495,30132,35.9,583,0
12375,56,24267,52119,50.0,835,0
12376,35,28340,10128,57.8,352,0
12377,24,55121,39017,36.7,658,0
12378,33,15000,50488,0.0,692,0
12379,24,75594,2757,82.2,552,1
12380,33,58306,747,37.2,483,0
12381,34,55665,31220,0.0,617,0
12382,28,25018,41226,39.3,720,0
12383,34,116307,53437,42.8,622,1
12384,34,67247,34510,34.9,520,0
12385,44,19091,39647,0.0,736,0
12386,33,52738,3131,43.7,469,0
12387,43,36826,52752,0.0,618,0
12388,22,63341,3181,57.8,623,1
12389,18,53348,11323,15.1,532,0
12390,44,38362,84401,0.0,403,1
12391,30,15000,51377,25.2,643,0
12392,45,15000,13305,51.4,311,0
12393,21,27169,37177,41.5,729,0
12394,34,28168,626,15.1,420,0
12395,18,61926,33035,75.2,758,0
12396,34,50843,53483,89.5,400,1
12397,36,15000,28676,0.0,320,0
12398,37,9617,28560,0.0,200,1
12399,39,23462,54145,0.0,654,0
12400,40,10939,64807,17.0,316,1
12401,18,52014,20797,24.6,651,0
12402,25,15000,44432,23.9,704,0
12403,48,53960,578,55.6,452,0
12404,54,18780,55436,31.7,223,1
12405,40,16082,18348,45.1,222,0
12406,55,96774,15556,34.7,588,1
12407,46,22632,7768,48.4,359,0
12408,32,37732,2583,43.8,403,0
12409,35,85774,15950,70.3,631,1
12410,34,18694,43076,3.8,271,1
12411,45,33498,7438,28.2,426,0
12412,25,81784,30673,63.5,759,1
12413,32,15000,13246,0.0,377,0
12414,43,20212,18773,29.5,246,0
12415,18,19750,34641,22.2,682,0
12416,20,15000,12155,59.2,287,0
12417,40,27154,9377,7.1,421,0
12418,33,46677,36251,37.1,615,0
12419,20,22643,49730,1.1,263,1
12420,39,25871,4417,29.8,390,0
12421,51,29128,28343,52.9,811,0
12422,18,49612,49572,36.7,704,0
12423,36,15000,212,0.0,405,0
12424,42,46447,26647,8.9,531,0
12425,20,57006,37400,54.5,743,0
12426,41,60224,5531,88.2,651,1
12427,37,81355,23388,0.0,660,0
12428,31,35082,9698,5.6,477,0
12429,39,24010,70313,14.1,406,1
12430,27,36168,36748,0.0,375,1
12431,18,15835,1682,12.0,384,0
12432,42,40129,43816,39.3,768,0
12433,34,47051,46114,38.9,586,0
12434,18,61194,34394,52.3,721,0
12435,51,53309,46820,0.0,240,1
12436,19,15000,23758,92.0,231,0
12437,34,39243,91900,45.8,475,1
12438,25,48511,37861,32.7,683,0
12439,46,43270,15056,14.5,533,0
12440,33,43931,41756,44.9,706,0
12441,69,35725,90185,13.7,502,1
12442,20,15000,52798,0.0,546,0
12443,35,33842,27273,0.0,581,0
12444,32,60246,29966,0.0,605,0
12445,38,24251,46518,11.7,533,0
12446,40,18763,2492,0.0,446,0
12447,51,84220,22610,56.7,643,0
12448,32,32992,53550,0.0,494,1
12449,22,78088,2944,86.3,596,1
12450,36,15000,903,15.6,380,0
12451,23,44778,57992,0.0,363,1
12452,18,15000,35272,0.5,648,0
12453,43,16737,98150,43.7,449,1
12454,44,65211,3892,86.2,630,1
12455,40,15000,1110,39.9,354,0
12456,23,72418,26590,66.3,464,1
12457,31,62255,17744,61.2,495,0
12458,27,15000,38943,0.0,595,0
12459,60,15000,46746,11.5,817,0
12460,22,37852,24617,4.5,237,1
12461,50,44260,36142,32.2,538,0
12462,38,35340,156,41.3,415,0
12463,35,117727,24159,58.0,686,1
12464,18,28137,6727,0.0,478,0
12465,21,51252,53667,0.0,330,1
12466,26,46336,49446,0.0,731,0
12467,46,17085,4231,57.9,313,0
12468,34,25090,42988,41.5,735,0
12469,28,108029,15373,70.0,675,1
12470,34,37567,28635,23.4,616,0
12471,49,22732,36868,39.8,827,0
12472,18,21059,12550,0.0,447,0
12473,36,72527,22132,52.3,550,0
12474,30,33317,7803,4.8,470,0
12475,45,57082,42126,54.8,638,0
12476,30,78810,107252,6.2,516,1
12477,29,51711,22622,0.0,564,0
12478,53,37193,40124,21.3,553,0
12479,18,25056,5306,18.8,442,0
12480,31,32538,38137,32.7,661,0
12481,29,15000,14585,24.4,328,0
12482,28,16778,83206,21.4,482,1
12483,30,22368,2804,0.0,462,0
12484,30,15000,41588,0.0,691,0
12485,23,15000,3408,0.0,409,0
12486,28,22541,37158,19.1,604,0
12487,56,101276,11804,63.6,424,1
12488,29,74694,21509,29.2,580,0
12489,28,21882,8314,0.0,443,0
12490,43,98064,35030,32.3,533,1
12491,29,15000,54171,26.6,712,0
12492,24,31028,134589,9.8,421,1
12493,42,77278,12217,45.5,447,1
12494,23,24980,36770,9.0,571,0
12495,18,55156,42627,33.4,640,0
12496,35,83980,117377,0.0,476,1
12497,50,12989,79790,36.5,342,1
12498,39,41597,8446,28.4,460,0
12499,34,33295,27337,34.1,626,0
12500,41,26722,2859,49.2,388,0
12501,48,67675,21833,80.1,491,1
12502,43,28841,72811,0.0,294,1
12503,53,50903,41039,56.9,797,0
12504,46,44413,6113,35.0,448,0
12505,26,27531,54030,0.0,664,0
12506,32,58505,49074,61.5,613,0
12507,30,12892,81245,39.3,321,1
12508,29,40708,47875,61.2,701,0
12509,48,101970,1102,73.7,601,1
12510,31,103307,15991,50.1,604,1
12511,34,129612,32898,97.1,567,0
12512,44,21026,2459,5.2,404,0
12513,37,78316,1875,71.9,524,1
12514,39,95676,25818,72.2,587,0
12515,25,66693,41516,19.7,541,0
12516,44,27015,64491,0.0,363,1
12517,30,15000,48541,0.0,704,0
12518,32,28852,79120,5.5,398,1
12519,44,59843,64735,0.0,216,1
12520,22,104880,28857,91.8,756,0
12521,42,15000,25017,28.1,304,0
12522,34,21189,38288,24.9,734,0
12523,18,53355,65181,0.0,436,1
12524,26,15000,7850,25.3,341,0
12525,36,15000,13191,47.1,292,0
12526,36,20530,31306,83.6,200,0
12527,32,26396,45801,37.5,612,0
12528,25,23332,9798,11.5,424,0
12529,36,66814,26926,31.6,637,0
12530,18,20493,49254,42.6,889,0
12531,33,16224,9204,44.9,329,0
12532,35,20044,43571,0.0,623,0
12533,18,50385,46502,58.2,685,0
12534,35,22206,43731,11.4,284,1
12535,21,42889,9121,66.0,416,0
12536,28,32042,41283,64.1,858,0
12537,20,26077,38153,33.0,736,0
12538,18,15000,898,0.0,472,0
12539,49,37465,45167,25.4,621,0
12540,34,17235,42486,4.4,738,0
12541,60,67774,16223,0.0,598,0
12542,22,36154,32991,56.9,760,0
12543,50,73585,10623,79.3,739,1
12544,31,79735,24424,79.2,603,1
12545,62,24734,67811,0.0,433,1
12546,42,17857,15975,0.0,264,1
12547,18,47242,10477,0.2,521,0
12548,23,29668,87154,0.0,386,1
12549,25,101854,10340,32.5,569,1
12550,35,21615,62340,0.0,340,1
12551,36,94017,22812,51.1,639,1
12552,35,15000,9784,0.0,414,0
12553,38,62982,27225,24.6,582,0
12554,24,87585,13359,52.9,706,1
12555,33,25671,2471,40.9,411,0
12556,64,15000,5914,14.9,311,0
12557,22,15000,31192,0.0,828,0
12558,38,105869,21699,46.3,525,1
12559,18,20814,2845,26.6,419,0
12560,34,15000,39469,41.6,967,0
12561,18,15000,13918,34.7,335,0
12562,31,33900,46188,25.7,748,0
12563,36,54248,10163,39.1,459,0
12564,45,56311,78020,0.0,339,1
12565,20,12387,107266,16.3,396,1
12566,38,32528,12159,0.0,496,0
12567,43,50771,39044,32.2,590,0
12568,35,31843,13343,24.4,433,0
12569,33,21556,7788,37.0,351,0
12570,36,79142,39283,63.7,796,0
12571,60,15000,36132,2.9,831,0
12572,50,39450,51696,42.9,698,0
12573,40,19838,31640,11.9,200,1
12574,18,37063,133515,14.6,388,1
12575,18,63687,47977,58.4,560,0
12576,32,83767,14362,67.8,592,1
12577,31,107328,26273,79.4,663,0
12578,38,13128,22658,31.4,200,1
12579,49,39533,7181,63.0,395,0
12580,38,71292,62293,0.0,392,1
12581,20,33490,47489,89.5,200,0
12582,46,22350,3863,40.1,368,0
12583,41,51409,30331,22.8,726,0
12584,31,46062,32132,34.0,713,0
12585,40,31647,2732,10.8,451,0
12586,48,12540,55179,16.9,465,1
12587,20,21732,11447,59.4,303,0
12588,47,31254,520,45.9,412,0
12589,23,73897,22153,82.4,666,1
12590,38,55266,38995,63.9,735,0
12591,18,15000,6576,0.0,408,0
12592,18,9684,14282,0.0,221,1
12593,31,10466,38741,0.0,303,1
12594,18,40360,10140,13.2,464,0
12595,28,28068,85972,30.0,364,1
12596,44,51093,5004,61.6,435,0
12597,34,83105,2808,53.0,568,1
12598,31,74566,22312,79.9,711,1
12599,44,15000,57281,22.7,707,0
12600,29,72523,2009,67.2,576,1
12601,32,46598,35550,37.3,759,0
12602,43,20928,43067,23.6,774,0
12603,42,69881,33283,44.4,606,0
12604,22,46402,36129,28.4,496,0
12605,24,33527,39394,8.3,691,0
12606,35,30417,32358,25.8,725,0
12607,58,12550,120827,40.8,440,1
12608,45,15000,15437,36.1,286,0
12609,34,61570,24215,25.2,542,0
12610,41,68308,32446,16.0,589,0
12611,40,56314,26045,28.5,550,0
12612,33,15000,36957,24.0,763,0
12613,22,57398,1965,48.8,451,0
12614,33,69593,37106,86.5,573,1
12615,38,15898,45913,43.5,736,0
12616,24,64154,11693,45.7,512,0
12617,27,19418,39552,16.8,240,1
12618,28,15000,5406,33.5,351,0
12619,39,24655,30225,0.0,330,1
12620,42,22751,32483,24.4,479,0
12621,44,79404,79784,0.0,336,1
12622,36,15000,11891,52.0,292,0
12623,34,13279,119373,48.3,366,1
12624,28,38049,11908,22.3,478,0
12625,28,16245,38807,21.4,790,0
12626,29,36570,5868,59.3,391,0
12627,43,36660,37972,39.7,742,0
12628,38,40133,86783,18.0,335,1
12629,36,11014,24206,0.7,200,1
12630,35,78931,48249,68.7,442,1
12631,34,37649,38747,15.3,620,0
12632,18,15553,15573,0.0,200,1
12633,52,27525,8866,0.0,235,1
12634,34,77810,10327,68.2,625,1
12635,30,70470,26563,50.8,619,0
12636,50,26650,3120,26.1,400,0
12637,41,49585,22101,0.9,566,0
12638,44,15000,37546,38.3,899,0
12639,47,15000,50677,10.2,573,0
12640,26,33636,42505,0.0,773,0
12641,55,29116,29772,36.9,687,0
12642,59,42598,39618,29.6,753,0
12643,41,12827,35629,3.1,276,1
12644,45,15000,35434,19.1,782,0
12645,41,76341,2037,69.5,491,1
12646,58,21324,55478,0.0,754,0
12647,18,69167,5460,75.1,714,1
12648,34,13036,47594,11.3,250,1
12649,49,10641,66061,22.9,357,1
12650,47,15000,30173,0.0,716,0
12651,46,51522,29279,0.0,581,0
12652,35,25280,5698,36.2,373,0
12653,23,65667,18683,12.5,581,0
12654,18,42446,56132,1.8,355,1
12655,60,60927,40114,58.8,770,0
12656,33,22895,33099,17.5,221,0
12657,37,46421,5609,0.0,200,1
12658,25,48919,18876,35.3,491,0
12659,41,70018,66092,0.0,292,1
12660,50,24673,46492,0.0,210,1
12661,30,26854,78292,0.0,424,1
12662,44,54118,32987,39.7,540,0
12663,43,34423,6562,27.4,447,0
12664,27,32335,51713,3.8,281,1
12665,31,17059,54436,9.7,518,0
12666,48,53684,17092,62.2,464,0
12667,43,34744,46562,9.7,550,0
12668,36,15000,47624,0.0,629,0
12669,34,114637,1210,60.2,654,1
12670,44,10260,80914,2.3,489,1
12671,49,38498,4185,21.4,437,0
12672,36,22030,1819,0.0,442,0
12673,50,56446,50059,68.0,352,1
12674,23,24514,10214,0.0,433,0
12675,26,67279,36733,76.9,545,1
12676,21,44970,18787,27.6,506,0
12677,37,41830,164609,14.5,695,1
12678,29,20219,66421,16.8,315,1
12679,28,54063,25557,36.0,790,0
12680,40,64875,29225,65.7,805,0
12681,30,26082,70694,0.0,259,1
12682,18,24211,47439,0.0,719,0
12683,35,47174,33817,10.0,580,0
12684,30,96769,1155,75.7,525,1
12685,26,101512,34866,71.4,571,0
12686,22,34942,1382,3.9,475,0
12687,55,105357,7833,51.6,547,1
12688,45,31331,32824,17.3,696,0
12689,34,15000,6147,0.0,426,0
12690,38,9085,78737,23.8,305,1
12691,39,10846,48965,11.7,284,1
12692,26,77362,32239,71.0,729,0
12693,18,15000,44082,0.0,490,0
12694,46,9555,67789,5.5,400,1
12695,34,30203,41864,53.1,729,0
12696,21,63628,33428,37.0,612,0
12697,18,15000,11511,22.3,294,0
12698,21,35193,10523,24.9,344,1
12699,36,49645,6999,83.9,376,0
12700,49,29657,47189,15.3,847,0
12701,25,90217,6870,66.4,435,1
12702,29,45772,9964,29.0,456,0
12703,21,53026,10178,51.4,456,0
12704,48,26788,11357,58.0,325,0
12705,64,22123,51612,0.0,349,1
12706,42,33942,2800,73.7,367,0
12707,34,61575,35695,39.4,629,0
12708,38,32540,11071,0.0,503,0
12709,59,100256,39037,37.1,650,1
12710,26,15000,5278,0.0,412,0
12711,33,40891,48256,27.9,394,0
12712,35,24127,126397,35.2,327,1
12713,40,44413,16910,0.0,566,0
12714,28,15000,7890,31.2,352,0
12715,33,87719,9982,74.1,651,1
12716,34,35602,6484,34.6,444,0
12717,39,26531,39243,10.1,314,1
12718,36,15705,72107,1.6,319,1
12719,26,24708,1723,47.2,402,0
12720,34,51012,39232,19.1,523,0
12721,42,85965,4132,79.4,771,1
12722,38,15000,7993,31.4,325,0
12723,23,15000,38008,0.0,783,0
12724,39,64683,34334,33.8,635,0
12725,47,58853,22036,6.2,575,0
12726,30,15000,34983,0.0,689,0
12727,52,35490,1096,44.4,422,0
12728,36,70662,5657,84.7,581,1
12729,18,15000,44544,17.4,693,0
12730,33,15000,56274,18.5,579,0
12731,34,100370,31268,66.7,632,0
12732,29,24962,58041,7.3,344,1
12733,37,9605,28509,13.8,384,1
12734,40,15000,1717,0.0,511,0
12735,42,89665,20875,66.2,493,1
12736,30,63039,14610,80.7,548,1
12737,41,9441,73345,14.9,348,1
12738,43,15000,35010,8.6,704,0
12739,45,18630,6795,0.0,471,0
12740,59,40516,2207,56.4,395,0
12741,28,53494,43021,41.9,744,0
12742,21,22086,40438,0.0,224,1
12743,56,50511,34868,70.7,786,0
12744,34,44411,99767,34.4,503,1
12745,22,19156,5856,19.6,391,0
12746,24,66734,5359,84.8,709,1
12747,29,18017,23675,23.7,278,1
12748,35,15000,43548,1.1,729,0
12749,33,41588,34322,0.0,201,1
12750,41,63841,22477,69.4,428,1
12751,44,32949,53660,2.4,582,0
12752,20,26167,44022,16.3,610,0
12753,34,15000,7259,29.4,357,0
12754,36,42946,36406,62.2,745,0
12755,28,9222,66568,11.1,275,1
12756,41,23399,120127,29.6,521,1
12757,43,98039,50966,0.0,769,0
12758,25,19059,46008,0.0,606,0
12759,36,67120,41453,69.3,679,0
12760,42,104689,12923,58.1,675,1
12761,27,35544,8176,37.9,425,0
12762,19,67767,19553,77.2,689,1
12763,20,58740,15754,20.9,551,0
12764,22,64393,46528,88.7,593,1
12765,18,112558,7812,52.1,547,1
12766,45,46928,4180,58.4,439,0
12767,36,15000,48983,26.6,749,0
12768,24,45430,43932,33.5,736,0
12769,23,15000,31721,11.0,739,0
12770,45,18205,11018,32.2,363,0
12771,33,56527,17053,0.0,200,1
12772,60,16568,49638,0.0,685,0
12773,46,24221,70674,1.7,324,1
12774,18,20478,8804,38.8,362,0
12775,35,14089,88550,0.0,465,1
12776,29,15000,2628,0.0,438,0
12777,24,15000,56423,27.8,618,0
12778,58,23076,13963,0.0,302,0
12779,48,124141,18770,73.4,663,0
12780,54,24220,510,27.9,381,0
12781,40,69152,36747,55.5,371,1
12782,33,89059,28870,30.5,503,0
12783,54,39522,30492,16.8,614,0
12784,24,40493,6388,40.7,432,0
12785,32,26599,37733,14.6,614,0
12786,50,69847,87675,0.0,428,1
12787,42,12538,88626,1.8,301,1
12788,40,75899,25063,43.3,578,0
12789,40,30329,31087,55.4,767,0
12790,34,76996,29987,44.1,583,0
12791,28,15000,20818,40.1,237,0
12792,45,22360,10686,35.6,370,0
12793,41,15000,34883,6.2,770,0
12794,50,17365,34252,12.9,312,1
12795,19,27570,7385,31.2,400,0
12796,25,22589,41938,0.0,680,0
12797,36,30415,407,40.5,389,0
12798,24,38998,42975,11.5,499,0
12799,48,31098,467,15.0,440,0
12800,37,74231,35408,55.9,624,0
12801,36,57227,40169,80.5,556,1
12802,36,19882,10384,42.1,366,0
12803,38,19666,1850,3.4,409,0
12804,34,64404,47598,59.2,648,0
12805,25,69116,6363,73.7,786,1
12806,34,26386,42909,41.5,782,0
12807,18,15000,45598,15.6,844,0
12808,33,27451,28224,60.1,200,0
12809,31,33313,43901,27.4,595,0
12810,19,37738,101493,0.1,482,1
12811,44,53572,40188,68.6,730,0
12812,18,24508,34812,33.9,703,0
12813,30,57328,42052,35.8,455,0
12814,53,14351,55920,0.0,284,1
12815,28,21951,1624,40.3,376,0
12816,51,24684,5172,40.9,412,0
12817,18,34342,13377,0.0,505,0
12818,41,41213,32871,0.0,547,1
12819,36,42208,28877,0.0,570,0
12820,22,39561,7628,77.8,368,0
12821,48,108541,21026,59.4,658,1
12822,28,15000,34901,9.4,695,0
12823,18,69053,32233,85.2,439,1
12824,39,15000,49754,19.7,684,0
12825,47,37357,37737,56.9,709,0
12826,46,15000,34739,29.0,907,0
12827,38,15000,22246,35.2,270,0
12828,41,15355,95337,17.7,400,1
12829,28,71315,33549,57.8,572,0
12830,21,65835,12928,78.6,538,1
12831,18,98289,44675,58.0,700,1
12832,41,27584,9688,25.9,457,0
12833,41,61812,33957,41.7,581,0
12834,18,74075,22129,46.8,511,1
12835,30,42947,13086,94.7,336,0
12836,49,29829,43704,55.8,734,0
12837,36,102030,6401,59.0,638,1
12838,19,23946,8463,26.7,437,0
12839,45,81234,24509,31.3,561,1
12840,48,24716,82265,5.0,407,1
12841,48,25844,11440,0.0,485,0
12842,20,19529,14900,0.0,200,1
12843,18,22735,48893,16.9,530,0
12844,37,15000,31484,4.3,784,0
12845,39,15000,56633,23.1,608,0
12846,35,15000,35265,19.2,792,0
12847,38,30478,15269,88.0,306,0
12848,46,57043,16640,6.8,541,0
12849,29,23983,7842,0.0,468,0
12850,37,22597,389,14.5,432,0
12851,44,42473,1870,31.5,435,0
12852,20,15000,35426,26.7,796,0
12853,22,82409,29810,33.6,641,1
12854,54,15000,7195,0.1,396,0
12855,33,82761,29278,75.5,621,0
12856,32,31011,37929,42.4,797,0
12857,51,40914,459,61.4,399,0
12858,38,15000,14049,43.4,301,0
12859,37,85521,11268,36.4,467,1
12860,29,53347,45687,33.1,609,0
12861,42,47264,7265,49.3,466,0
12862,18,94201,724,58.5,506,1
12863,28,12270,48650,1.4,277,1
12864,41,28177,8312,0.0,507,0
12865,60,40873,38162,28.7,639,0
12866,27,15000,46079,11.7,822,0
12867,51,69333,34038,55.4,622,0
12868,30,15000,11374,35.7,320,0
12869,25,28970,56177,48.5,727,0
12870,43,15000,49814,3.5,555,0
12871,44,30808,15239,41.8,412,0
12872,29,26779,84,0.0,466,0
12873,33,72958,31221,65.9,686,0
12874,22,63649,33013,53.9,600,0
12875,18,15000,4219,0.0,391,0
12876,18,15000,11128,34.6,315,0
12877,44,90515,13729,60.4,606,1
12878,33,26559,43398,25.2,598,0
12879,30,44523,18320,3.1,523,0
12880,32,15000,15947,64.4,236,0
12881,18,34059,15858,8.0,497,0
12882,45,49132,69364,85.2,554,1
12883,29,10381,46597,4.1,371,1
12884,38,18359,31981,0.0,200,1
12885,30,51259,30624,46.8,527,0
12886,55,123376,54890,18.7,660,1
12887,34,53791,86983,0.0,432,1
12888,53,30165,1648,7.7,445,0
12889,31,28886,4385,12.5,412,0
12890,33,10484,81466,1.9,423,1
12891,66,19778,3878,36.1,376,0
12892,44,101969,42414,34.7,659,1
12893,36,15179,37954,0.0,635,0
12894,18,63333,35106,41.7,648,0
12895,21,36267,8540,20.4,454,0
12896,42,100859,3133,75.2,654,1
12897,36,31067,43705,52.5,843,0
12898,45,27739,30289,29.5,200,1
12899,43,32034,14740,0.0,493,0
12900,18,15000,47279,14.7,763,0
12901,40,15000,40860,11.0,579,0
12902,39,60612,43186,85.9,436,1
12903,23,21963,40156,0.0,843,0
12904,18,32013,70093,0.0,422,1
12905,35,29580,18817,0.0,549,0
12906,26,91663,15980,68.9,543,1
12907,20,21649,20682,67.2,291,0
12908,31,59531,10017,72.3,459,0
12909,31,15000,40650,0.0,602,0
12910,34,80950,5348,87.3,559,1
12911,40,31435,33514,62.9,815,0
12912,30,19745,3756,39.2,353,0
12913,28,98238,24387,57.6,560,0
12914,39,15000,39967,0.0,771,0
12915,41,20151,44287,35.5,673,0
12916,18,21286,46857,14.2,519,0
12917,23,32138,2320,38.6,434,0
12918,27,78170,20074,68.4,475,1
12919,29,89759,16071,61.9,653,1
12920,24,29736,39174,45.1,728,0
12921,29,12170,31782,16.2,225,1
12922,45,44043,34329,45.3,793,0
12923,52,32482,3099,46.5,397,0
12924,25,50495,17715,28.9,484,0
12925,41,29076,10138,40.8,418,0
12926,31,20383,55651,33.6,663,0
12927,47,70543,29732,56.6,617,0
12928,47,66725,22059,81.2,557,1
12929,31,76720,31952,42.3,583,0
12930,27,74577,4267,72.8,611,1
12931,44,44948,71832,0.0,351,1
12932,18,15000,2074,0.0,418,0
12933,59,60933,90252,11.3,373,1
12934,50,51315,14633,6.5,541,0
12935,30,15000,42056,7.0,783,0
12936,26,15000,9315,27.8,335,0
12937,21,18818,8173,41.5,360,0
12938,37,43383,49896,0.0,358,1
